id,reputation,creationdate,displayname,views,upvotes,downvotes
3839,101,2011-10-12,bly,6,0,0
3841,23,2011-10-12,Isha,7,0,0
3842,101,2011-10-12,Thomas Padron-McCarthy,12,25,0
3844,161,2011-10-12,hko,10,0,0
3845,101,2011-10-12,albertoblaz,4,0,0
3846,173,2011-10-12,Ashok KS,15,4,0
3847,2582,2011-10-12,onedaywhen,297,73,4
3848,544,2011-10-12,HunterX3,26,6,0
3849,101,2011-10-12,cpuguru,3,0,0
3850,1952,2011-10-12,Randy Minder,101,52,8
3851,143,2011-10-12,Lloyd,12,0,0
3852,1,2011-10-12,Iranmr,1,0,0
3853,21,2011-10-12,w00h00,3,0,0
3854,101,2011-10-12,AndyMcKenna,1,5,0
3855,101,2011-10-12,josemrb,1,0,0
3856,175,2011-10-12,Brian Deragon,15,2,0
3857,101,2011-10-12,Nivas,7,7,0
3858,4962,2011-10-12,Aaron Brown,713,117,22
3859,349,2011-10-13,tsells,13,1,0
3860,435,2011-10-13,obautista,32,10,0
3861,1,2011-10-13,mpiedrav,1,0,0
3862,191,2011-10-13,del,2,0,0
3863,531,2011-10-13,deutschZuid,36,19,1
3864,101,2011-10-13,realPK,3,1,0
3865,101,2011-10-13,OneOfOne,1,2,0
3866,1,2011-10-13,Ricky,1,0,0
3867,153,2011-10-13,Axel Knauf,3,1,0
3868,45,2011-10-13,BojanSM,8,1,0
3869,101,2011-10-13,Ufuk Hacıoğulları,3,5,0
3870,11,2011-10-13,abcreddy,8,0,0
3871,237,2011-10-13,sipsorcery,12,5,0
3873,113,2011-10-13,lovespring,4,7,0
3874,101,2011-10-13,Chris Phillips,1,1,0
3875,101,2011-10-13,Paul,1,0,0
3876,111,2011-10-13,brorfred,2,0,0
3877,131,2011-10-13,Ashkan Aryan,29,0,0
3879,149,2011-10-13,Massimo,7,30,2
3880,101,2011-10-13,Raghd Hamzeh,1,9,0
3881,1,2011-10-13,gcasaseca,9,0,0
3882,11,2011-10-13,Mareg,4,0,0
3883,113,2011-10-13,plcstpierre,2,0,0
3884,111,2011-10-13,esilver,9,5,0
3885,101,2011-10-14,Stephen McDaniel,2,16,0
3886,190,2011-10-14,JohnW,6,28,1
3887,101,2011-10-14,Arterius,4,0,0
3888,1,2011-10-14,kclement,1,0,0
3889,101,2011-10-14,CD001,5,1,0
3890,101,2011-10-14,Andrija,1,2,0
3891,101,2011-10-14,Rob Burke,1,0,0
3892,11,2011-10-14,basarg298,16,0,0
3893,101,2011-10-14,Xavi López,2,4,0
3894,163,2011-10-14,tcarvin,5,1,0
3895,1,2011-10-14,hfb,3,0,0
3896,1,2011-10-14,RichardJQ,1,0,0
3897,101,2011-10-14,Sundeep,1,2,0
3898,532,2011-10-14,BBlake,31,29,0
3899,397,2011-10-14,Chris Betti,21,7,0
3900,101,2011-10-14,Firass,5,0,0
3901,101,2011-10-14,LLub,1,3,0
3902,101,2011-10-14,asjo,1,0,0
3903,1,2011-10-14,gaberlunzie,3,0,0
3904,43,2011-10-14,Paul,5,0,0
3905,101,2011-10-15,Patrick Cuff,2,0,0
3906,101,2011-10-15,Jauzsika,1,0,0
3907,101,2011-10-15,erikvold,1,0,0
3908,193,2011-10-15,ztatic,3,2,0
3909,113,2011-10-15,K,2,0,0
3910,101,2011-10-15,nos,3,0,0
3911,101,2011-10-15,David J. Liszewski,2,0,0
3912,22,2011-10-15,Bogdan Sahlean,43,234,9
3913,173,2011-10-15,bradley,2,0,0
3914,305,2011-10-15,Ankur Trapasiya,42,9,1
3915,101,2011-10-16,David,1,0,0
3916,473,2011-10-16,Alaa,13,2,0
3917,283,2011-10-16,Rich Andrews,7,1,0
3918,101,2011-10-16,PAStheLoD,4,3,0
3919,1,2011-10-16,trema,4,0,0
3920,364,2011-10-16,Nicholas Krasnov,41,20,0
3921,1,2011-10-16,Matt B,1,0,0
3922,1,2011-10-17,Felipe Lima de Oliveira,2,0,0
3923,163,2011-10-17,John Fouhy,4,3,0
3924,101,2011-10-17,Topener,1,0,0
3925,421,2011-10-17,Andrew,27,7,0
3926,101,2011-10-17,Dawie Strauss,1,2,0
3927,31,2011-10-17,OmegaX,4,0,0
3928,2744,2011-10-17,JHFB,204,480,12
3929,1,2011-10-17,ctupper,2,0,0
3930,101,2011-10-17,RusAlex,3,1,0
3931,280,2011-10-17,Olivier S,6,5,1
3932,21,2011-10-17,Twan,2,0,0
3933,101,2011-10-17,vice,3,0,0
3934,131,2011-10-18,billmalarky,5,0,0
3935,1353,2011-10-18,François Beausoleil,106,81,0
3936,101,2011-10-18,cmv,1,0,0
3937,101,2011-10-18,thelastray,3,0,0
3938,101,2011-10-18,JW.,3,0,0
3939,11,2011-10-18,Matt Sinfield,5,0,0
3940,181,2011-10-18,ravnur,8,0,0
3941,229,2011-10-18,Unreason,19,15,0
3942,1,2011-10-18,Félix José Hdez,1,0,0
3943,101,2011-10-18,Neves,1,0,0
3944,101,2011-10-18,Ben Pilbrow,1,0,0
3945,23,2011-10-18,Sanjay Nambiar,10,0,0
3946,101,2011-10-18,Jeremy Kerr,1,0,0
3947,101,2011-10-18,clintm,1,1,0
3948,101,2011-10-18,xinthink,3,0,0
3949,353,2011-10-18,Magnus,16,0,0
3950,101,2011-10-18,jnbdz,2,0,0
3951,101,2011-10-18,N Rohler,3,1,0
3952,101,2011-10-19,jlnorsworthy,4,3,0
3953,101,2011-10-19,Radek Hladík,2,0,0
3954,1,2011-10-19,user98304,1,0,0
3955,172,2011-10-19,steve,51,0,1
3956,73,2011-10-19,Nabeel,5,0,0
3958,101,2011-10-19,Gate,3,0,0
3959,1,2011-10-19,Dovii,1,0,0
3960,1,2011-10-19,Zim,2,0,0
3961,263,2011-10-19,shashi,21,12,0
3962,101,2011-10-19,Dorus,2,4,0
3963,101,2011-10-19,ollins,1,0,0
3964,1,2011-10-19,iliyan,1,0,0
3965,101,2011-10-19,ashansky,1,4,0
3966,101,2011-10-19,Ray,3,1,0
3967,183,2011-10-19,sherenator,23,2,0
3968,2307,2011-10-19,Jake Wilson,83,10,0
3969,561,2011-10-19,Mongus Pong,28,10,0
3970,133,2011-10-19,Maged Samaan,2,3,0
3971,101,2011-10-19,Ryan Taylor,1,1,0
3972,101,2011-10-19,lamcro,1,3,0
3973,119,2011-10-19,user3973,1,0,0
3974,255,2011-10-19,Torbjörn Hansson,7,19,0
3976,153,2011-10-19,Ali_Abadani,1,1,0
3977,239,2011-10-19,Dolan Antenucci,24,25,0
3978,101,2011-10-20,Rig,1,4,0
3979,101,2011-10-20,Shane,1,4,0
3980,123,2011-10-20,wallyqs,3,1,0
3981,1,2011-10-20,Abhishek Sakhaparia,7,0,0
3982,1,2011-10-20,Андрей Михайлов,1,0,0
3984,105,2011-10-20,user,26,16,0
3985,101,2011-10-20,Drew Anderson,6,0,0
3986,1,2011-10-20,Mister K,1,0,0
3987,101,2011-10-20,Stephane Kouakou,4,0,0
3989,21,2011-10-20,Julio Sampaio,5,0,0
3990,101,2011-10-20,rrehbein,3,0,0
3991,163,2011-10-20,LeedsDBA,20,2,0
3992,101,2011-10-20,Benny Andajetz,1,0,0
3993,199,2011-10-20,douglasr,6,2,0
3994,101,2011-10-20,Joe Holloway,1,6,0
3995,1,2011-10-20,user1005234,4,0,0
3996,700,2011-10-20,Michael Fredrickson,54,51,1
3997,101,2011-10-20,Joel B Fant,1,0,0
3998,405,2011-10-20,forX,32,0,0
3999,101,2011-10-20,markb,1,2,0
4000,163,2011-10-20,Venesectrix,4,3,0
4001,101,2011-10-20,Rob,2,3,0
4002,101,2011-10-20,Korvin Szanto,1,0,0
4003,346,2011-10-20,SnapJag,19,24,1
4004,101,2011-10-20,Annika Backstrom,1,0,0
4005,103,2011-10-20,AlexanderM,8,2,0
4006,281,2011-10-20,iokevins,16,22,0
4007,233,2011-10-21,Joe,4,1,0
4008,17863,2011-10-21,Mike Walsh,1354,574,22
4009,123,2011-10-21,stimpy,4,0,0
4010,261,2011-10-21,techExplorer,9,8,0
4011,1,2011-10-21,user4011,1,0,0
4012,199,2011-10-21,Wolfpack08,10,5,0
4013,131,2011-10-21,CAFxX,14,0,0
4014,101,2011-10-21,Dan Godfrey,1,0,0
4015,133,2011-10-21,NRS,4,0,0
4017,133,2011-10-21,Phil Murray,4,0,0
4018,131,2011-10-21,Bart van Heukelom,24,0,0
4019,101,2011-10-21,EO2,1,0,0
4020,101,2011-10-21,enkdr,8,0,0
4021,223,2011-10-21,typefragger,18,1,0
4022,101,2011-10-21,pook,1,0,0
4023,101,2011-10-21,Dennis Hostetler,1,4,0
4024,1,2011-10-21,Michael,1,0,0
4025,101,2011-10-21,brian,5,0,0
4027,171,2011-10-21,sworisbreathing,9,1,0
4028,47,2011-10-21,mmandk9,4,0,0
4029,101,2011-10-21,David Lathrop,2,0,0
4030,173,2011-10-21,Andrew,6,1,0
4031,43,2011-10-22,Jeremy,2,0,0
4032,101,2011-10-22,Tristian,1,0,0
4033,101,2011-10-22,hermiod,8,0,0
4034,1,2011-10-22,alvizouri,4,0,0
4036,1,2011-10-22,Adam Ziolkowski,1,0,0
4037,26,2011-10-22,Marco Gralike,7,0,0
4038,105,2011-10-22,GG.,7,16,0
4039,101,2011-10-22,ObscureRobot,1,1,0
4040,101,2011-10-22,Marcus,5,1,0
4041,273,2011-10-23,MaHuJa,38,2,0
4042,1,2011-10-23,Marco Gralike,2,0,0
4043,121,2011-10-23,Jawad Al Shaikh,14,2,0
4044,101,2011-10-23,CM.,1,0,0
4045,111,2011-10-23,David Craig,6,0,0
4046,51,2011-10-23,Stephen Horsfield,8,0,0
4047,101,2011-10-23,Onur Senture,1,0,0
4048,161,2011-10-23,Thomas Wang,4,0,0
4049,101,2011-10-24,mikequentel,1,0,0
4050,101,2011-10-24,MyStream,1,0,0
4051,121,2011-10-24,mnDBA,4,0,0
4054,21,2011-10-24,Andrew Corke,1,0,0
4057,111,2011-10-24,rahularyansharma,4,1,0
4058,1,2011-10-24,Levit,1,0,0
4059,111,2011-10-24,King,5,0,0
4060,163,2011-10-24,Paul Salber,10,15,0
4061,11,2011-10-24,Dave,5,0,0
4062,101,2011-10-24,utapyngo,1,1,0
4063,31,2011-10-24,Serge A.,1,0,0
4064,111,2011-10-24,Pynner,2,4,0
4065,206,2011-10-24,Keith Irwin,15,5,0
4066,327,2011-10-24,NullReference,13,5,0
4067,243,2011-10-24,Slider345,19,5,0
4068,131,2011-10-24,Paolo,6,0,0
4069,101,2011-10-24,alex28,2,0,0
4070,143,2011-10-24,Greg Buehler,3,1,0
4071,101,2011-10-24,Karmic Coder,1,0,0
4072,133,2011-10-25,MikeyB,3,3,0
4073,101,2011-10-25,Rangoric,1,0,0
4074,101,2011-10-25,marabutt,1,3,0
4075,51,2011-10-25,tcabeen,1,0,0
4076,323,2011-10-25,Mason G. Zhwiti,21,2,0
4077,101,2011-10-25,SarjanWebDev,1,0,0
4078,101,2011-10-25,Stefan Baumgartner,1,0,0
4079,161,2011-10-25,user4079,8,1,0
4080,101,2011-10-25,nad2000,2,1,0
4081,1,2011-10-25,Andres Lowrie,1,0,0
4082,1,2011-10-25,mDEV123,2,0,0
4083,283,2011-10-25,gregn,6,8,0
4084,367,2011-10-25,Govind Kailas,32,2,0
4085,101,2011-10-25,wcm,1,3,0
4086,1,2011-10-25,Marwen Hizaoui,1,0,0
4087,41,2011-10-25,Ethan Arnold,1,0,0
4088,101,2011-10-25,SBWorks,1,1,0
4089,101,2011-10-25,Avisek Chakraborty,1,2,0
4090,101,2011-10-25,Quantum Elf,3,0,0
4091,151,2011-10-25,Gareth,1,1,0
4092,131,2011-10-25,Quentin,7,0,0
4093,121,2011-10-25,The111,3,0,0
4094,1,2011-10-25,Adriano Machado,2,0,0
4095,101,2011-10-25,MDMarra,1,3,0
4096,206,2011-10-25,Chris S,17,14,1
4097,276,2011-10-25,Stuart Ainsworth,18,7,0
4098,261,2011-10-25,Putnik,17,38,0
4099,173,2011-10-25,Bill H,6,5,0
4100,101,2011-10-25,Laurion Burchall,2,0,0
4101,101,2011-10-25,Night Owl,13,58,0
4102,295,2011-10-26,Kirk Broadhurst,16,32,1
4103,15961,2011-10-26,Rob Farley,932,475,34
4104,323,2011-10-26,bazzilic,11,4,0
4105,183,2011-10-26,Scott Herbert,30,1,0
4106,183,2011-10-26,lamwaiman1988,2,0,0
4107,1,2011-10-26,Pengyi Wang,4,0,0
4108,452,2011-10-26,Ed Harper,45,21,0
4109,123,2011-10-26,Soham Dasgupta,4,20,0
4110,1,2011-10-26,capfu,1,0,0
4111,195,2011-10-26,Jon Egerton,8,13,0
4113,101,2011-10-26,Harsh Baid,2,20,0
4115,1,2011-10-26,Steve Ledridge,14,0,0
4116,541,2011-10-26,Ryan,46,11,4
4117,183,2011-10-27,Chris76786777,7,3,0
4118,13,2011-10-27,Equixor,3,0,0
4119,341,2011-10-27,shamim,44,1,0
4120,101,2011-10-27,Jonathan,1,0,0
4121,101,2011-10-27,Prix,7,0,0
4122,247,2011-10-27,Seany84,20,3,0
4123,133,2011-10-27,vaitrafra,2,2,0
4124,201,2011-10-27,takrl,46,28,0
4125,43,2011-10-27,Mark Diggles,5,0,0
4126,111,2011-10-27,Andrew J. Brehm,1,0,0
4129,101,2011-10-27,Jive Boogie,5,0,0
4130,246,2011-10-27,Lieven Keersmaekers,27,15,0
4131,153,2011-10-27,llazzaro,6,1,0
4132,11,2011-10-27,Fdfcv,13,0,0
4134,928,2011-10-27,gonsalu,135,231,1
4135,1,2011-10-27,Iceman,1,0,0
4136,141,2011-10-27,KarlP,7,3,0
4137,1,2011-10-27,Roger Campbell,3,0,0
4138,373,2011-10-27,slachterman,16,4,0
4139,145,2011-10-27,RogueSpear00,8,4,0
4140,101,2011-10-27,kradmiy,1,0,0
4141,101,2011-10-28,Martin,3,3,0
4142,101,2011-10-28,1.01pm,3,0,0
4143,221,2011-10-28,kidrobot,9,0,0
4144,111,2011-08-06,karth,3,0,0
4145,1,2011-10-28,Dung Nguyen,1,0,0
4146,101,2011-10-28,John Leidegren,3,2,0
4147,136,2011-10-28,Mack,11,16,0
4148,1,2011-10-28,Praveen Ravindran Pillai,2,0,0
4149,2497,2011-10-28,GWR,234,40,0
4151,83,2011-10-28,spuppett,2,0,0
4153,243,2011-10-28,Max,7,4,0
4154,301,2011-10-28,casperOne,29,26,1
4155,101,2011-10-28,Aitch,1,0,0
4156,101,2011-10-28,dance2die,8,6,0
4157,153,2011-10-28,Girish Rao,9,2,0
4158,231,2011-10-29,rk2010,3,0,0
4160,101,2011-10-29,abruski,1,0,0
4161,111,2011-10-29,Paul Johnson,2,0,0
4162,131,2011-10-29,input,2,2,0
4163,101,2011-10-29,nOw2,2,1,0
4164,101,2011-10-29,Dmitry Chornyi,2,17,0
4165,101,2011-10-30,jitendra,4,0,0
4166,101,2011-10-30,Vivek Varghese Cherian,1,0,0
4168,171,2011-10-30,Rick,11,2,0
4169,101,2011-10-31,buggedcom,1,1,0
4170,101,2011-10-31,davorp,2,1,0
4171,113,2011-10-31,jsonnull,3,0,0
4172,223,2011-10-31,VladV,10,4,0
4174,1,2011-10-31,Yarden Bar,1,0,0
4175,101,2011-10-31,Mehmet Davut,1,0,0
4176,21,2011-10-31,Steve Westenzweig,3,0,0
4177,1,2011-10-31,matthew.f.unger,2,0,0
4178,221,2011-10-31,Evan M.,13,2,0
4179,781,2011-10-31,RagnaRock,110,27,0
4180,305,2011-10-31,Rui Marques,22,1,0
4181,101,2011-10-31,CaffGeek,1,1,0
4183,167,2011-10-31,mhenrixon,32,22,0
4184,1,2011-11-01,ne7runner,2,0,0
4185,101,2011-11-01,Charles,1,0,0
4186,51,2011-11-01,aleksey sundukovskiy,24,0,0
4187,101,2011-11-01,Justin808,1,0,0
4188,103,2011-11-01,Amar,3,1,0
4189,1,2011-11-01,Thomas Strohmeyer,2,0,0
4191,1,2011-11-01,Venkat Mandela,1,0,0
4192,31,2011-11-01,Rajesh Bailwal,2,0,0
4193,1,2011-11-01,beingmrkenny,1,0,0
4194,143,2011-11-01,MrG,4,4,0
4195,313,2011-11-01,Jamie F,17,17,0
4196,163,2011-11-01,James,4,1,0
4197,141,2011-11-01,Peter Kelly,11,5,0
4198,83,2011-11-01,Jafoy,2,1,0
4199,121,2011-11-01,Grummle,4,0,0
4200,101,2011-11-01,Jason,1,3,0
4201,153,2011-11-01,Jim,4,0,0
4203,1258,2011-11-01,Matt Fenwick,80,36,9
4204,1,2011-11-01,Brad McKuhen,2,0,0
4205,1,2011-11-01,user35359,1,0,0
4206,101,2011-11-01,Kostis,1,1,0
4207,101,2011-11-01,Nev_Rahd,4,0,0
4208,163,2011-11-02,TC Fox,5,1,0
4209,255,2011-11-02,JP Hellemons,12,24,1
4213,213,2011-11-02,Mark Robinson,12,12,0
4214,171,2011-11-02,santiiiii,6,2,0
4215,19,2011-11-02,42_,1,0,0
4217,131,2011-11-02,JimmyB,21,2,0
4218,101,2011-11-02,Adrian Schneider,1,0,0
4219,1,2011-11-02,Ciprian Gheorghite,3,0,0
4221,255,2011-11-02,Joshua Enfield,7,2,0
4222,101,2011-11-02,acatalept,1,2,0
4223,351,2011-11-02,Andrew Morgan,93,1,0
4224,436,2011-07-29,Mat Keep,89,15,0
4225,111,2011-11-02,IK.,4,0,0
4226,1,2011-11-02,Kostas Karavolas,2,0,0
4227,121,2011-11-02,David Eison,2,2,0
4228,101,2011-11-02,Lucent,1,0,0
4229,51,2011-11-02,Jeffry,4,0,0
4230,1,2011-11-03,npeterson,3,0,0
4231,11,2011-11-03,stefan,1,0,0
4232,121,2011-11-03,Asha Koshti,5,0,0
4233,101,2011-11-03,Bhaskara varma Dandu,2,0,0
4234,101,2011-11-03,luispedro,1,0,0
4235,1,2011-11-03,Angeli,2,0,0
4236,1,2011-11-03,John Mathew,1,0,0
4237,1,2011-11-03,Sabyasachi Datta,1,0,0
4238,1436,2011-11-03,Praveen Prasannan,127,55,3
4239,101,2011-11-03,Nurjan,7,12,0
4240,133,2011-11-03,coms,18,1,0
4241,223,2011-11-03,flipdoubt,6,9,0
4242,101,2011-11-03,Sagar Varpe,3,0,0
4243,13,2011-11-03,zetah,3,0,0
4244,101,2011-11-03,iivel,4,0,0
4245,141,2011-11-03,Zilvinas,2,0,0
4246,148,2011-11-03,Garett,8,39,0
4247,101,2011-11-03,Damith,2,2,0
4248,76,2011-11-03,user339227,4,1,0
4249,427,2011-11-03,SeanKilleen,24,8,0
4250,101,2011-11-03,Decad,1,0,0
4251,315,2011-11-03,Jannes,12,30,0
4252,113,2011-11-03,twoflower,2,15,0
4253,101,2011-11-03,Michał Powaga,7,64,0
4254,183,2011-11-03,Pete2k,3,0,0
4255,101,2011-11-03,slashsbin,1,0,0
4256,133,2011-11-03,Oleg Barshay,4,3,0
4257,101,2011-11-03,Maitus,2,12,0
4258,101,2011-11-04,Aksival,2,2,0
4259,739,2011-11-04,Leftium,42,8,0
4260,101,2011-11-04,katie77,1,0,0
4261,101,2011-11-04,n a,3,0,0
4262,41,2011-11-04,deliveryman,5,1,0
4263,101,2011-11-04,Filip Popović,2,36,0
4265,101,2011-11-04,Tahir Akhtar,3,1,0
4266,101,2011-11-04,Jan S,5,1,0
4267,1,2011-11-04,Mark,1,0,0
4268,295,2011-11-04,maniat1k13,45,30,0
4269,101,2011-11-04,Sanjay dev,2,0,0
4270,101,2011-11-04,Hari Gillala,1,0,0
4271,101,2011-11-04,Mr.Mindor,8,14,0
4272,51,2011-11-04,Donald,20,0,0
4273,1,2011-11-04,Daniel,1,0,0
4274,101,2011-11-04,Tim Lehner,5,41,0
4275,101,2011-11-04,elconejito,0,0,0
4276,161,2011-11-04,Michal Tenenberg,54,10,0
4277,131,2011-11-04,M Zubair,3,0,0
4278,113,2011-11-04,Fran K.,1,1,0
4279,213,2011-11-04,Julien L,4,2,0
4280,166,2011-11-05,Mike Lue,10,2,0
4281,101,2011-11-05,OpenSorceress,3,0,0
4283,623,2011-11-05,Bohemian,80,20,0
4284,23,2011-11-05,sequil,1,0,0
4285,1,2011-11-05,mythreya,1,0,0
4286,21,2011-11-05,GoldenMM,5,0,0
4287,333,2011-11-05,UnhandledExcepSean,51,10,0
4288,101,2011-11-05,Justin Rusbatch,1,0,0
4289,1,2011-11-05,John S,2,0,0
4290,101,2011-11-05,mattwigway,1,0,0
4291,101,2011-11-05,Greymeister,1,0,0
4292,1,2011-11-05,dim,1,0,0
4293,121,2011-11-06,Eric,1,2,0
4294,101,2011-11-06,Andrey,1,0,0
4295,287,2011-11-06,Elliott,13,4,0
4296,101,2011-11-06,Farhan,5,1,0
4297,1,2011-11-07,user142360,3,0,0
4298,101,2011-11-07,Jeremy,1,2,0
4299,101,2011-11-07,Andrew Lazarus,2,14,0
4300,183,2011-11-07,Erik I,8,2,0
4301,443,2011-11-07,Nicolas,33,1,0
4302,101,2011-11-07,plundra,1,0,0
4303,1,2011-11-07,Rajesh Kumar,3,0,0
4304,156,2011-11-07,Hans Nilsson,8,0,0
4305,101,2011-11-07,Rilindo,5,2,0
4306,101,2011-11-07,ErocM,1,0,0
4307,171,2011-11-07,hafichuk,7,3,0
4308,121,2011-11-07,harald,4,8,0
4309,101,2011-11-07,Dan Wray,2,0,0
4310,101,2011-11-07,kuzey beytar,1,2,0
4311,376,2011-11-07,Pursuit,28,5,0
4312,211,2011-11-07,William,7,0,0
4313,1,2011-11-07,sefkac,1,0,0
4314,211,2011-11-07,Antti Rytsölä,9,10,0
4315,231,2011-11-07,Disco,4,0,0
4316,232,2011-11-07,Gray,24,5,1
4317,223,2011-11-07,jkebinger,12,0,0
4318,101,2011-11-07,Kyle,5,0,0
4319,101,2011-11-08,Luke has no name,1,0,0
4320,101,2011-11-08,Rahul Chordiya,1,0,0
4322,1,2011-11-08,Predrag Simović,4,0,0
4323,1,2011-11-08,dullnaif,1,0,0
4324,133,2011-11-08,Grigory Bushuev,5,0,0
4325,1427,2011-11-08,Atilla Ozgur,135,174,1
4326,101,2011-11-08,ashutosh raina,3,1,0
4327,101,2011-11-08,Sandor Drieënhuizen,2,2,0
4328,739,2011-11-08,MicBehrens,30,20,1
4329,189,2011-11-08,Stephen Turner,12,1,0
4330,1,2011-11-08,shadowscout,1,0,0
4331,101,2011-11-08,bretlowery,2,0,0
4332,101,2011-11-08,boflynn,2,12,0
4334,201,2011-11-08,Frank Rosario,18,3,0
4335,163,2011-11-08,jimp,4,6,0
4336,133,2011-11-08,JCCyC,2,11,0
4337,141,2011-11-08,Phil,1,3,0
4338,101,2011-11-08,wax eagle,2,0,0
4339,111,2011-11-08,jam,4,0,0
4340,350,2011-11-08,pilcrow,19,13,0
4341,101,2011-11-08,Joe McMahon,2,2,0
4342,1,2011-11-09,Simon Mercier,1,0,0
4343,71,2011-11-09,user416096,3,0,0
4344,1,2011-11-09,user1037279,1,0,0
4345,1,2011-11-09,yash bhagchandani,1,0,0
4346,101,2011-11-09,JStead,5,1,0
4347,1,2011-11-09,sheri,1,0,0
4348,101,2011-11-09,Owais Lone,2,0,0
4349,720,2011-11-09,Martin Brown,38,16,1
4350,1,2011-11-09,chainsaw,2,0,0
4351,101,2011-11-09,brock,1,2,0
4352,111,2011-11-09,DL Redden,4,0,0
4353,131,2011-11-09,Claudio Valerio,8,0,0
4356,81,2011-11-09,sensware,17,0,0
4357,121,2011-11-09,TimothyAWiseman,7,5,0
4358,1,2011-11-09,ThaneOfPriceHill,1,0,0
4359,101,2011-11-09,Raz,1,0,0
4360,113,2011-11-09,Jordan Reiter,4,2,0
4361,155,2011-11-09,Ming K,9,12,0
4362,11,2011-11-10,rodrigo89,1,0,0
4363,415,2011-11-10,AndreKR,19,27,5
4364,171,2011-11-10,John Gietzen,12,13,0
4365,11,2011-11-10,somecallmemike,1,0,0
4366,101,2011-11-10,988875,1,0,0
4367,101,2011-11-10,mattandrews,1,2,0
4368,1,2011-11-10,v_ildar,4,0,0
4369,131,2011-11-10,Persk,2,0,0
4370,101,2011-11-10,Rich,2,0,0
4372,133,2011-11-10,Adrian Mester,8,1,0
4373,101,2011-11-10,Simon,2,0,0
4374,111,2011-11-10,Leons,5,23,0
4375,129,2011-11-10,Nicolas Kaiser,19,157,1
4376,253,2011-11-10,Dor Rotman,11,3,0
4377,255,2011-11-10,aF.,27,9,0
4378,151,2011-11-10,Dan,10,0,0
4379,101,2011-11-10,Simon Taisne,1,0,0
4380,21,2011-11-10,Jan-Marten Spit,2,0,0
4381,323,2011-11-10,Quintis555,9,1,0
4382,101,2011-11-10,Rowell,1,0,0
4383,101,2011-11-10,Ahmed Masud,1,0,0
4384,135,2011-11-10,Philippe,8,13,0
4385,101,2011-11-10,jdc0589,2,0,0
4386,71,2011-11-10,Kingston,1,0,0
4387,101,2011-11-11,Kevin LaBranche,1,2,0
4388,101,2011-11-11,jimconstable,1,6,0
4389,131,2011-11-11,Salman,8,0,0
4390,1,2011-11-11,Chris,1,0,0
4391,183,2011-11-11,Graeme Perrow,12,7,0
4392,101,2011-11-11,DuckMaestro,3,9,0
4393,11,2011-11-11,Rob,5,0,0
4394,103,2011-11-11,Top__Hat,3,0,0
4395,373,2011-11-11,JorgeSandoval,20,12,0
4396,81,2011-11-11,bretlowery,3,0,0
4397,195,2011-11-11,postelrich,4,4,0
4398,101,2011-11-11,xtian,3,1,0
4399,101,2011-11-11,Garrett Hall,1,1,0
4400,101,2011-11-11,Violet Giraffe,3,6,0
4401,101,2011-11-11,eglasius,1,24,0
4402,133,2011-11-12,Arjan,7,0,0
4403,1038,2011-11-12,Cerin,62,39,39
4404,101,2011-11-12,Aditya Naidu,3,0,0
4405,111,2011-11-12,kunj2aaan,3,0,0
4406,273,2011-11-12,Jon,11,5,0
4407,145,2011-11-12,vNext,15,2,0
4408,908,2011-11-12,Eelke,47,48,4
4409,205,2011-11-12,YumYumYum,36,6,0
4410,101,2011-11-12,Thibaut Barrère,1,10,0
4411,287,2011-11-12,Asken,21,5,0
4412,181,2011-11-12,Gofrolist,16,0,0
4413,31,2011-11-12,sethdf,2,0,0
4414,101,2011-11-12,Alex Pineda,3,0,0
4415,175,2011-11-12,SF Developer,22,3,0
4416,1035,2011-11-12,Scott Chamberlain,69,26,1
4417,101,2011-11-13,moonstruck,1,0,0
4419,101,2011-11-13,iamtoc,1,5,0
4420,101,2011-11-13,Oybek,1,1,0
4421,1,2011-11-13,vimalg2,2,0,0
4422,101,2011-11-13,Wouter Lievens,2,1,0
4423,101,2011-11-13,obscuredlogic,3,0,0
4424,1,2011-11-13,jeancventura,1,0,0
4425,565,2011-11-13,SCO,13,2,0
4426,101,2011-11-13,apelliciari,1,0,0
4427,101,2011-11-13,yms,2,1,0
4428,101,2011-11-13,Henrique Baggio,1,0,0
4429,1,2011-11-13,Gabriel,1,0,0
4430,121,2011-11-13,Gabriel Magana,6,5,0
4431,101,2011-11-13,Dimme,2,0,0
4432,141,2011-11-14,Sergey,8,0,0
4433,101,2011-11-14,Inv3r53,1,2,0
4434,1,2011-11-14,Chris TheDarkbase,1,0,0
4435,101,2011-11-14,alex,5,0,0
4436,273,2011-11-14,Mark,19,2,0
4437,101,2011-11-14,Johnny Everson,1,0,0
4438,1053,2011-11-14,Clarkey,93,11,0
4439,101,2011-11-14,mobius,1,0,0
4440,489,2011-11-14,O. Jones,43,38,0
4441,101,2011-11-14,Farid Nouri Neshat,2,2,0
4442,43,2011-11-14,Gianluca Frezza,1,0,0
4443,261,2011-11-14,Raihan,16,3,0
4444,101,2011-11-14,lazyPower,1,0,0
4445,101,2011-11-14,absynce,1,3,0
4446,101,2011-11-14,BradBrening,9,0,0
4447,1,2011-11-14,Jesper Nielsen,2,0,0
4448,101,2011-11-14,Keeano Martin,2,0,0
4449,143,2011-11-15,Radek,6,3,0
4450,111,2011-11-15,Micromega,33,2,0
