id,posttypeid,posttype,title,acceptedanswerid,parentid,creationdate,score,viewcount,owneruserid,lasteditoruserid,tags
13122,1,Question,Why is my MySQL dump file and my phpMyadmin export file different sizes?,,,2012-02-15,8,16577,6727,877,<mysql><backup><mysqldump>
13129,2,Answer,,,13122,2012-02-15,4,,877,877,
13130,1,Question,SQL Server Express averages 2-3% CPU but gets stuck at 100% sometimes,,,2012-02-15,4,550,1948,1948,<sql-server-2008-r2><sql-server-express>
13133,2,Answer,,,13130,2012-02-15,7,,1945,1192,
13134,1,Question,How to implement soft deletes?,13136,,2012-02-15,7,6541,1111,1111,<mysql><database-design><delete>
13137,2,Answer,,,13134,2012-02-15,3,,877,180,
13140,1,Question,Is there a way to force an index to stay in memory with SQL Server 2008?,13143,,2012-02-15,11,5049,2366,45616,<sql-server><sql-server-2008><performance><index><buffer-pool>
13142,1,Question,How could sequence.nextval be null in Oracle?,13183,,2012-02-15,11,10151,3313,3313,<oracle><sequence>
13143,2,Answer,,,13140,2012-02-15,13,,1186,1186,
13148,1,Question,Get the most recently completed step for each SQL job,13149,,2012-02-15,1,649,157,157,<sql-server-2000><subquery>
13149,2,Answer,,,13148,2012-02-15,3,,1186,171,
13155,1,Question,How to serialize a record / row in SQL?,,,2012-02-16,1,2113,1111,807,<mysql>
13159,1,Question,Controlling the order in which merge articles are applied by snapshot at initialization?,13219,,2012-02-16,2,575,1607,1607,<sql-server-2008><replication>
13160,1,Question,Does the max_allowed_packet variable have any effect on LOAD LOCAL INFILE?,,,2012-02-16,6,4818,6741,180,<mysql>
13161,2,Answer,,,13160,2012-02-16,1,,4846,4846,
13162,1,Question,Is there a PostgreSQL proxy running queries on several servers at once?,,,2012-02-16,3,1852,2948,2948,<postgresql>
13163,2,Answer,,,13160,2012-02-16,2,,877,877,
13165,1,Question,Scheduling a task that happens very frequently in Sql Server,13166,,2012-02-15,3,867,6030,-1,<sql-server><sql-server-2005>
13167,1,Question,How to check when statistics was last executed?,13168,,2012-02-16,11,37836,5301,5301,<sql-server><sql-server-2008><t-sql>
13168,2,Answer,,,13167,2012-02-16,14,,5189,5189,
13169,1,Question,Database structure for a mailing list.,,,2012-02-16,2,1474,6743,10832,<mysql>
13172,2,Answer,,,13118,2012-02-16,3,,630,-1,
13175,1,Question,MySQL IS NULL / IS NOT NULL Misbehaving?,,,2012-02-16,18,30048,6781,6781,<mysql><count>
13179,1,Question,dangers of using SHRINKFILE in sql server 2008,,,2012-02-15,1,544,6967,10832,<sql-server><sql-server-2008>
13182,2,Answer,,,13179,2012-02-16,1,,3240,-1,
13185,1,Question,Trying to figure out when a table was dropped?,,,2012-02-16,1,113,6562,-1,<sql-server><sql-server-2008><sql-server-2008-r2>
13189,2,Answer,,,13169,2012-02-16,2,,3168,-1,
13192,1,Question,Client to use the slave when the master is down in MySQL replication,,,2012-02-16,4,4338,6752,180,<mysql><replication><mysql-workbench><mysql-5.1>
13196,1,Question,"Same restore file (.bak), huge difference of execution duration time on various computers",,,2012-02-16,1,524,6754,10832,<sql-server><sql-server-2008><sql-server-2005><restore>
13201,2,Answer,,,13175,2012-02-16,7,,680,680,
13203,5,Tag wiki,,,,2012-02-16,0,,2092,2092,
13204,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,1396,
13205,1,Question,Oracle aggregate function performance,,,2012-02-16,2,5914,1259,1259,<oracle><performance>
13206,5,Tag wiki,,,,2012-02-16,0,,2092,2092,
13207,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,2092,
13208,1,Question,How to migrate from MySql to HSQLDB?,,,2012-02-16,1,7453,6779,10832,<java><mysql>
13211,5,Tag wiki,,,,2012-02-16,0,,2092,171,
13212,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,2092,
13213,5,Tag wiki,,,,2012-02-16,0,,2092,2092,
13214,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,2092,
13215,2,Answer,,,13192,2012-02-16,3,,877,-1,
13218,4,Tag wiki excerpt,,,,2012-02-16,0,,180,180,
13220,5,Tag wiki,,,,2012-02-16,0,,2092,2092,
13221,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,2092,
13223,5,Tag wiki,,,,2012-02-16,0,,2092,2092,
13224,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,2092,
13225,5,Tag wiki,,,,2012-02-16,0,,2092,2092,
13226,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,2092,
13227,1,Question,How can I allow an Oracle database to be accessed remotely?,,,2012-02-16,4,57030,6762,2660,<oracle>
13228,5,Tag wiki,,,,2012-02-16,0,,2092,2092,
13229,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,2092,
13230,5,Tag wiki,,,,2012-02-16,0,,2092,2092,
13231,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,2092,
13232,5,Tag wiki,,,,2012-02-16,0,,2092,2092,
13233,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,2092,
13234,5,Tag wiki,,,,2012-02-16,0,,2092,2092,
13235,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,2092,
13237,5,Tag wiki,,,,2012-02-16,0,,2092,2092,
13238,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,2092,
13240,5,Tag wiki,,,,2012-02-16,0,,2092,6219,
13241,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,1192,
13244,1,Question,How to run bcp utility from root drive?,13269,,2012-02-16,3,10261,6764,9116,<sql-server-2008><bcp>
13245,5,Tag wiki,,,,2012-02-16,0,,2092,2092,
13246,4,Tag wiki excerpt,,,,2012-02-16,0,,2092,2092,
13259,1,Question,SQL command to remove prefix from a set of tables,13264,,2012-02-16,7,12339,1923,2445,<mysql>
13264,2,Answer,,,13259,2012-02-16,9,,877,-1,
13266,1,Question,How do I automatically deliver the SQL Server built in reports?,13283,,2012-02-16,2,4852,22370,877,<sql-server><sql-server-2008><sql-server-2005>
13267,1,Question,Data warehouse: using day number in Epoch in a date dimension,13285,,2012-02-16,2,650,1285,1285,<data-warehouse><business-intelligence>
13268,2,Answer,,,13267,2012-02-16,2,,2374,2374,
13276,1,Question,"How to select bytea data as binary data, inserted as hex-encoded from binary",,,2012-02-17,3,9200,6712,-1,<postgresql>
13278,2,Answer,,,12725,2012-02-17,5,,4787,1192,
13279,1,Question,SQL Server - DBO without Backup,,,2012-02-16,5,908,7786,-1,<sql-server><sql-server-2008>
13283,2,Answer,,,13266,2012-02-17,5,,630,39384,
13284,2,Answer,,,13196,2012-02-17,4,,630,3460,
13287,5,Tag wiki,,,,2012-02-17,0,,2092,2092,
13289,5,Tag wiki,,,,2012-02-17,0,,2092,877,
13290,4,Tag wiki excerpt,,,,2012-02-17,0,,2092,2092,
13292,5,Tag wiki,,,,2012-02-17,0,,2092,154,
13293,4,Tag wiki excerpt,,,,2012-02-17,0,,2092,154,
13295,5,Tag wiki,,,,2012-02-17,0,,2092,2092,
13296,4,Tag wiki excerpt,,,,2012-02-17,0,,2092,1192,
13297,5,Tag wiki,,,,2012-02-17,0,,2092,2092,
13298,4,Tag wiki excerpt,,,,2012-02-17,0,,2092,2092,
13299,5,Tag wiki,,,,2012-02-17,0,,2092,2092,
13300,4,Tag wiki excerpt,,,,2012-02-17,0,,2092,877,
13301,5,Tag wiki,,,,2012-02-17,0,,2092,154,
13302,4,Tag wiki excerpt,,,,2012-02-17,0,,2092,2092,
13304,4,Tag wiki excerpt,,,,2012-02-17,0,,2092,2092,
13305,5,Tag wiki,,,,2012-02-17,0,,2092,2092,
13306,4,Tag wiki excerpt,,,,2012-02-17,0,,2092,2092,
13307,1,Question,"After I replaced master mdf/ldf files, can no longer log in",,,2012-02-17,2,6019,6782,-1,<sql-server><sql-server-2008><sql-server-express>
13308,5,Tag wiki,,,,2012-02-17,0,,2092,2092,
13309,4,Tag wiki excerpt,,,,2012-02-17,0,,2092,2092,
13310,5,Tag wiki,,,,2012-02-17,0,,2092,2092,
13311,4,Tag wiki excerpt,,,,2012-02-17,0,,2092,2092,
13313,2,Answer,,,13307,2012-02-17,2,,1186,-1,
13314,1,Question,Best index for this scenario,13315,,2012-02-17,2,89,6783,1186,<sql-server><sql-server-2008><database-design><index>
13320,1,Question,Grant create permission on a specific schema in Oracle 11g,,,2012-02-17,7,39008,6557,154,<oracle><security>
13325,2,Answer,,,13320,2012-02-17,11,,154,-1,
13326,1,Question,Slony not replicating changes from a dump file,,,2012-02-17,1,325,6784,180,<postgresql><slony>
13327,1,Question,What is the mysql.db table used for?,13331,,2012-02-17,6,14028,6785,-1,<mysql>
13331,2,Answer,,,13327,2012-02-17,7,,180,2639,
13333,5,Tag wiki,,,,2012-02-17,0,,2092,2092,
13334,4,Tag wiki excerpt,,,,2012-02-17,0,,2092,154,
13338,5,Tag wiki,,,,2012-02-17,0,,2092,154,
13339,4,Tag wiki excerpt,,,,2012-02-17,0,,2092,877,
13347,1,Question,Get Job id OR Job name from within executing job,13354,,2012-02-17,14,74083,1698,-1,<sql-server-2008><sql-server-2008-r2><powershell>
13348,1,Question,Does MVC architecture design pattern effect MySQL database performance?,13387,,2012-02-17,3,462,4566,4566,<mysql><web-server>
13349,1,Question,Is to possible to forbid access to tables in own schema - Oracle?,13351,,2012-02-17,3,4258,6791,10361,<oracle><database-design><permissions><vpd>
13350,2,Answer,,,13327,2012-02-17,2,,877,-1,
13353,1,Question,How do I model data from arbitrary CSVs in a database?,13382,,2012-02-17,7,3233,6792,6792,<database-design><database-recommendation>
13360,2,Answer,,,13349,2012-02-17,5,,154,154,
13361,1,Question,"MySQL : Why are there ""test"" entries in mysql.db?",13363,,2012-02-17,37,8843,877,-1,<mysql><security>
13363,2,Answer,,,13361,2012-02-17,29,,877,877,
13366,1,Question,How do I add a time dimension to this forecasting database without having to duplicate every data point @ each reforecast?,13402,,2012-02-17,5,472,6794,2660,<database-design><data-warehouse>
13370,1,Question,Primary Key Types Effect on Performance in Oracle?,13386,,2012-02-17,5,2001,6796,6796,<oracle><primary-key>
13373,1,Question,Execution Plans Query,,,2012-02-18,2,242,932,10361,<sql-server><execution-plan>
13375,1,Question,"Insert if not exists, concurrently",,,2012-02-18,13,6322,6801,6801,<sql-server><sql-server-2008><concurrency>
13386,2,Answer,,,13370,2012-02-18,4,,2232,2232,
13390,5,Tag wiki,,,,2012-02-18,0,,2092,2092,
13391,4,Tag wiki excerpt,,,,2012-02-18,0,,2092,2092,
13392,1,Question,Why is using a table variable more than twice as fast as a #temp table in this specific case?,,,2012-02-18,37,15060,3690,3690,<sql-server><temporary-tables>
13395,1,Question,What is the difference between setting the directive default-character-set under [client] as opposed to [mysqld]?,13537,,2012-02-18,1,336,5854,-1,<mysql><my.cnf>
13398,1,Question,How to recover previous values in Mysql Table?,13442,,2012-02-19,1,1333,6598,807,<mysql><innodb><alter-table>
13402,2,Answer,,,13366,2012-02-19,2,,2092,2092,
13412,2,Answer,,,13392,2012-02-19,31,,3690,3690,
13413,5,Tag wiki,,,,2012-02-19,0,,2092,2092,
13414,4,Tag wiki excerpt,,,,2012-02-19,0,,2092,2092,
13415,1,Question,Do SQL Server disabled databases cause any usage concerns?,13423,,2012-02-19,3,76,6818,2660,<sql-server><sql-server-2008>
13416,5,Tag wiki,,,,2012-02-19,0,,2092,2092,
13417,4,Tag wiki excerpt,,,,2012-02-19,0,,2092,2092,
13418,5,Tag wiki,,,,2012-02-19,0,,2092,2092,
13419,4,Tag wiki excerpt,,,,2012-02-19,0,,2092,2374,
13420,5,Tag wiki,,,,2012-02-19,0,,2092,1192,
13421,4,Tag wiki excerpt,,,,2012-02-19,0,,2092,1192,
13427,5,Tag wiki,,,,2012-02-19,0,,2092,171,
13428,4,Tag wiki excerpt,,,,2012-02-19,0,,2092,171,
13430,5,Tag wiki,,,,2012-02-19,0,,2092,2092,
13431,4,Tag wiki excerpt,,,,2012-02-19,0,,2092,171,
13433,4,Tag wiki excerpt,,,,2012-02-19,0,,2092,2092,
13434,1,Question,"How do I update a table with the aggregated values (min, max) of a related table, fast?",13450,,2012-02-19,4,9435,515,39384,<mysql>
13436,1,Question,Sending SQL Server query as CSV via e-mail,,,2012-02-19,1,474,6394,807,<sql-server><ssis>
13437,1,Question,update with nested join problem,13443,,2012-02-19,3,180,6639,154,<oracle>
13444,1,Question,MS SQL Server - update row value to next row with row id,,,2012-02-20,2,9155,6826,630,<locking>
13446,1,Question,slow load speed of data from mysqldump,,,2012-02-20,23,38098,6827,7483,<mysql><mysqldump>
13455,1,Question,How to store data in a database without tables?,13456,,2012-02-20,12,2926,6830,180,<database-design><xml>
13457,2,Answer,,,7084,2012-02-20,1,,1887,-1,
13459,2,Answer,,,13455,2012-02-20,10,,2374,-1,
13460,1,Question,Index physical stats DMV - Object ID/table not found,13463,,2012-02-20,2,1369,2193,1186,<sql-server><dmv>
13464,5,Tag wiki,,,,2012-02-20,0,,2092,180,
13465,4,Tag wiki excerpt,,,,2012-02-20,0,,2092,2092,
13467,2,Answer,,,13446,2012-02-20,7,,180,-1,
13468,1,Question,Idiomatic way to implement UPSERT in PostgreSQL,13477,,2012-02-20,41,48920,4947,10469,<postgresql><plpgsql><upsert>
13469,1,Question,INSERT performance difference between temporary tables and table variable,13484,,2012-02-20,13,9920,5487,5487,<sql-server-2005><performance><temporary-tables>
13473,1,Question,SQLSTATE[HY000]: General error: 1025 Error on rename of,,,2012-02-20,1,4105,3408,3408,<mysql>
13475,5,Tag wiki,,,,2012-02-20,0,,2092,2092,
13476,4,Tag wiki excerpt,,,,2012-02-20,0,,2092,171,
13477,2,Answer,,,13468,2012-02-20,24,,154,-1,
13478,2,Answer,,,13455,2012-02-20,2,,6836,6836,
13479,5,Tag wiki,,,,2012-02-20,0,,2092,2092,
13480,4,Tag wiki excerpt,,,,2012-02-20,0,,2092,171,
13482,5,Tag wiki,,,,2012-02-20,0,,2092,3684,
13483,4,Tag wiki excerpt,,,,2012-02-20,0,,2092,2092,
13485,5,Tag wiki,,,,2012-02-20,0,,2092,2092,
13487,5,Tag wiki,,,,2012-02-20,0,,1945,1945,
13488,4,Tag wiki excerpt,,,,2012-02-20,0,,1945,6219,
13490,5,Tag wiki,,,,2012-02-20,0,,1945,1945,
13491,4,Tag wiki excerpt,,,,2012-02-20,0,,1945,171,
13492,5,Tag wiki,,,,2012-02-20,0,,2092,2092,
13493,4,Tag wiki excerpt,,,,2012-02-20,0,,2092,2092,
13495,4,Tag wiki excerpt,,,,2012-02-20,0,,1945,154,
13496,5,Tag wiki,,,,2012-02-20,0,,1945,1396,
13497,4,Tag wiki excerpt,,,,2012-02-20,0,,1945,1396,
13498,5,Tag wiki,,,,2012-02-20,0,,2092,119,
13499,4,Tag wiki excerpt,,,,2012-02-20,0,,2092,119,
13500,1,Question,Can I query a copy of a database without impacting performance of the primary?,13505,,2012-02-20,3,297,6841,1186,<sql-server>
13501,5,Tag wiki,,,,2012-02-20,0,,1945,3684,
13502,4,Tag wiki excerpt,,,,2012-02-20,0,,1945,3684,
13503,5,Tag wiki,,,,2012-02-20,0,,1945,1945,
13504,4,Tag wiki excerpt,,,,2012-02-20,0,,1945,171,
13506,5,Tag wiki,,,,2012-02-20,0,,2092,2092,
13507,4,Tag wiki excerpt,,,,2012-02-20,0,,2092,2092,
13513,4,Tag wiki excerpt,,,,2012-02-20,0,,2092,2092,
13514,5,Tag wiki,,,,2012-02-20,0,,2092,2092,
13515,4,Tag wiki excerpt,,,,2012-02-20,0,,2092,2092,
13516,1,Question,Send SSRS Report Many Times Based on Sql Query,13521,,2012-02-20,1,2246,4490,1945,<sql-server-2008><ssrs>
13522,1,Question,Is there a way to force Deferred Name Resolution even if the table exists when creating a stored procedure?,13775,,2012-02-20,10,3525,6793,807,<sql-server-2008-r2><t-sql>
13523,1,Question,SQL: What is slowing down INSERTs if not CPU or IO?,23709,,2012-02-20,21,20847,6864,6864,<sql-server><performance><sql-server-2008>
13529,1,Question,Ubuntu Multiple MySQL instances and Apparmor,,,2012-02-21,2,2624,6844,10832,<mysql-5.5><ubuntu>
13533,5,Tag wiki,,,,2012-02-21,0,,3761,10832,
13534,4,Tag wiki excerpt,,,,2012-02-21,0,,3761,10832,
13540,5,Tag wiki,,,,2012-02-21,0,,2092,2092,
13541,4,Tag wiki excerpt,,,,2012-02-21,0,,2092,2092,
13542,5,Tag wiki,,,,2012-02-21,0,,2092,2092,
13543,4,Tag wiki excerpt,,,,2012-02-21,0,,2092,171,
13544,5,Tag wiki,,,,2012-02-21,0,,2092,2092,
13545,4,Tag wiki excerpt,,,,2012-02-21,0,,2092,2092,
13546,5,Tag wiki,,,,2012-02-21,0,,2092,2092,
13547,4,Tag wiki excerpt,,,,2012-02-21,0,,2092,2092,
13552,1,Question,How can I set up SQL Server 2008 users without Windows/Domain accounts?,,,2012-02-21,2,5834,6861,10832,<sql-server><sql-server-2008>
13555,2,Answer,,,13552,2012-02-21,4,,6855,-1,
13556,1,Question,"How should I interpret the ""lock time"" within mysql slow query log?",13576,,2012-02-21,13,17207,6858,-1,<mysql><locking>
13557,1,Question,GRANT command not working in MySQL Server,13559,,2012-02-21,3,13794,6859,180,<mysql>
13562,5,Tag wiki,,,,2012-02-21,0,,1945,1945,
13563,4,Tag wiki excerpt,,,,2012-02-21,0,,1945,1945,
13564,1,Question,Is it possible to have indexes for like %*% type queries,13565,,2012-02-21,1,259,2304,1186,<query><index><sql-server-2008-r2>
13567,1,Question,Create unique DB_NAME and DB_DOMAIN for an Oracle 11g instance,15472,,2012-02-21,4,5278,6557,6557,<oracle><oracle-11g-r2><instance>
13581,1,Question,Limit WHERE to MAX() & COUNT(),13592,,2012-02-21,2,8724,5821,5821,<mysql><join><perl>
13582,1,Question,Very slow performance from MySQL,,,2012-02-21,1,1972,6866,10832,<mysql><performance>
13588,2,Answer,,,13582,2012-02-21,3,,6312,180,
13589,1,Question,Mysql database design with XML,13590,,2012-02-21,1,210,6867,6867,<mysql><xml><php>
13592,2,Answer,,,13581,2012-02-21,2,,877,-1,
13600,1,Question,Virtual Oracle server for education?,13601,,2012-02-21,4,174,6872,5555,<oracle>
13609,2,Answer,,,13446,2012-02-21,5,,877,877,
13611,1,Question,Why do I get leading zeros when converting from decimal to char in a db2 query?,13620,,2012-02-22,5,5582,6876,6876,<db2><datatypes><functions>
13612,1,Question,Fastest validation query in PostgreSQL,13618,,2012-02-22,14,16076,4947,3684,<postgresql><optimization>
13625,1,Question,Taking MySQL dump from another machine,13628,,2012-02-22,18,68041,6859,46221,<mysql><mysqldump><linux>
13626,2,Answer,,,13625,2012-02-22,2,,5487,180,
13628,2,Answer,,,13625,2012-02-22,28,,4846,4846,
13629,1,Question,Save Transaction: Is the name local to the stored procedure or not?,13642,,2012-02-22,2,3102,5203,5203,<sql-server-2008><transaction><rollback>
13631,1,Question,Update primary key,,,2012-02-22,1,389,5705,5705,<primary-key>
13632,1,Question,"Where can I find example databases for MySQL, SQL Server and Oracle?",13657,,2012-02-22,10,7309,6887,1945,<sql-server><mysql><oracle><feature-comparison>
13633,1,Question,Connect to a Windows Authentication SQL server in SQL Server Authentication mode?,,,2012-02-22,0,190,38872,10361,<sql-server><sql-server-2008><authentication>
13637,1,Question,"Query database by date, month, year",13643,,2012-02-22,-2,1859,4407,4407,<sql-server-2008><query>
13641,2,Answer,,,13631,2012-02-22,1,,993,993,
13642,2,Answer,,,13629,2012-02-22,2,,3690,3690,
13646,2,Answer,,,13347,2012-02-22,2,,1698,1192,
13647,1,Question,Query tuning - SQL Server,13672,,2012-02-22,2,323,2193,-1,<sql-server><sql-server-2005><execution-plan><performance><query-performance>
13657,2,Answer,,,13632,2012-02-22,12,,154,-1,
13660,1,Question,Get statistics of open connection to linked servers,13679,,2012-02-21,0,1342,2484,2484,<sql-server><oracle><linked-server>
13662,1,Question,MariaDB XtraDB Performance Tuning,13666,,2012-02-22,2,4443,3098,877,<mysql><performance><innodb><mariadb><xtradb>
13663,5,Tag wiki,,,,2012-02-22,0,,-1,-1,
13664,4,Tag wiki excerpt,,,,2012-02-22,0,,1342,1342,
13666,2,Answer,,,13662,2012-02-22,2,,877,-1,
13668,1,Question,Does a SQL Server bit column really use a whole byte worth of space?,13671,,2012-02-22,20,6553,5201,2660,<sql-server><datatypes>
13669,2,Answer,,,13668,2012-02-22,14,,3690,3690,
13670,2,Answer,,,13668,2012-02-22,9,,1945,1945,
13674,1,Question,What is the best approach to parsing a large amount of strings?,13686,,2012-02-22,7,4672,1561,1561,<sql-server>
13676,1,Question,Performance difference between SQL Server Linked Server and direct query,,,2012-02-22,6,4216,6896,2241,<sql-server><performance><linked-server>
13679,2,Answer,,,13660,2012-02-22,3,,6823,6823,
13689,1,Question,How do I resolve this data source connection issue with Cognos?,17952,,2012-02-22,4,2127,1342,1342,<db2><configuration><cognos><iseries>
13690,5,Tag wiki,,,,2012-02-22,0,,-1,-1,
13691,4,Tag wiki excerpt,,,,2012-02-22,0,,1342,1342,
13692,5,Tag wiki,,,,2012-02-22,0,,-1,-1,
13693,4,Tag wiki excerpt,,,,2012-02-22,0,,1342,1342,
13695,5,Tag wiki,,,,2012-02-22,0,,-1,-1,
13696,4,Tag wiki excerpt,,,,2012-02-22,0,,1342,1342,
13697,2,Answer,,,13446,2012-02-22,7,,6903,180,
13703,1,Question,Get the rank of a user in a score table,13711,,2012-02-22,39,151318,6887,1192,<mysql><rank>
13705,2,Answer,,,13703,2012-02-22,17,,2232,1192,
13708,1,Question,Table Statistics Affect Index Only Query?,35303,,2012-02-22,1,501,154,154,<oracle><oracle-11g-r2>
13710,1,Question,Migrating Sql Cluster Installation To New Drive,13809,,2012-02-22,5,2416,4490,4490,<sql-server><clustering>
13711,2,Answer,,,13703,2012-02-22,43,,3347,1192,
13714,2,Answer,,,13674,2012-02-23,0,,653,653,
13715,1,Question,export data from oracle 10g,13728,,2012-02-23,2,1697,6829,6852,<oracle><export>
13716,1,Question,Remove nulls from TSQL connection string,13718,,2012-02-23,4,747,653,653,<sql-server-2005><null><odbc><empty-string><dns>
13718,2,Answer,,,13716,2012-02-23,2,,6236,6236,
13719,1,Question,Profiler: Only want to see Provider Errors,,,2012-02-23,2,218,6909,6909,<sql-server><profiler>
13722,1,Question,"How to prevent high memory, CPU and time consumption by MySQL restore?",,,2012-02-23,2,1100,4846,6219,<mysql><database-recommendation><mysqldump>
13724,1,Question,Regular expression problem,13725,,2012-02-23,0,179,6639,154,<oracle><regular-expression>
13726,2,Answer,,,13632,2012-02-23,1,,876,876,
13727,2,Answer,,,4448,2012-02-23,2,,5161,5161,
13729,1,Question,Fix missing performance counters,,,2012-02-23,0,41,5161,-1,<sql-server><performance><sql-server-2008-r2>
13733,1,Question,How to revive SQL Server 2008 R2 performance counters?,,,2011-12-16,11,15991,5161,8783,<sql-server><sql-server-2008-r2><perfmon>
13738,1,Question,How to design a schema to store search keywords,,,2012-02-23,5,5843,6915,180,<database-design>
13742,1,Question,Does running pg_dump on live db produce consistent backups?,13751,,2012-02-23,57,40031,6919,180,<postgresql>
13744,1,Question,Database suggestion for a social network/ knowledge base community?,14107,,2012-02-23,12,9852,6599,180,<performance><database-recommendation><nosql><scalability>
13746,1,Question,Mirroring multiple source databases to a single destination in SQL Server 2008,,,2012-02-23,2,636,6921,180,<sql-server-2008><mirroring>
13747,1,Question,Printing \G on shell using mysql client..?,13824,,2012-02-23,1,170,4846,-1,<mysql>
13750,2,Answer,,,6370,2012-02-23,1,,6923,1396,
13751,2,Answer,,,13742,2012-02-23,72,,322,322,
13755,2,Answer,,,3716,2012-02-23,5,,6926,1396,
13757,1,Question,Safely deleting a SQL Server log file (.LDF),13764,,2012-02-23,-1,40887,6928,4490,<sql-server><backup><delete><transaction-log>
13758,2,Answer,,,13757,2012-02-23,10,,630,630,
13764,2,Answer,,,13757,2012-02-23,12,,3690,3690,
13767,5,Tag wiki,,,,2012-02-23,0,,154,154,
13768,4,Tag wiki excerpt,,,,2012-02-23,0,,154,154,
13771,1,Question,WAL backups with pg_dump not possible?,,,2012-02-23,5,3983,6919,180,<postgresql>
13775,2,Answer,,,13522,2012-02-23,7,,426,426,
13782,1,Question,Table-Valued Parameter as Output parameter for stored procedure,13796,,2012-02-23,40,76134,2695,1945,<sql-server-2008><stored-procedures><t-sql><datatypes><parameter>
13787,1,Question,Why is the next scheduled run date for my SQL Server job NULL?,,,2012-02-23,2,750,5411,1754,<sql-server><sql-server-agent>
13789,5,Tag wiki,,,,2012-02-23,0,,154,154,
13790,4,Tag wiki excerpt,,,,2012-02-23,0,,154,154,
13793,1,Question,PostgreSQL dump/restore from 8.4 to 8.1 in a shell script,13794,,2012-02-23,2,2847,14773,3684,<postgresql><psql>
13795,1,Question,Oracle 11gR2 expdp table converted to CSV from Linux,,,2012-02-23,3,7056,6937,180,<oracle><oracle-11g-r2><linux>
13798,5,Tag wiki,,,,2012-02-23,0,,154,154,
13799,4,Tag wiki excerpt,,,,2012-02-23,0,,154,154,
13800,5,Tag wiki,,,,2012-02-23,0,,-1,-1,
13801,4,Tag wiki excerpt,,,,2012-02-23,0,,154,154,
13803,1,Question,What is the simplest way of excluding the current row from the result of an analytic?,13810,,2012-02-23,3,3366,1396,1396,<oracle><oracle-10g><window-functions>
13807,1,Question,Concat issue has me perplexed,13839,,2012-02-23,0,219,653,653,<sql-server-2005><instance>
13808,2,Answer,,,3682,2012-02-23,6,,3640,3640,
13810,2,Answer,,,13803,2012-02-23,3,,154,154,
13812,1,Question,How to obtain SIDs of Sql Server installed NT Service Accounts,,,2012-02-23,5,6181,6942,2718,<sql-server><sql-server-2008><security>
13815,1,Question,Can MySQL 5.1 read a MySQL 5.5 MyISAM file?,13818,,2012-02-23,2,467,1946,-1,<mysql><myisam>
13816,1,Question,SSIS error Property BackupDirectory is not available for Settings,,,2012-02-23,1,2041,4955,2131,<sql-server><ssis>
13817,1,Question,Mysql 5.5 strange behavior with group by with limit based of INDEX vs INDEX FOR GROUP BY,13820,,2012-02-23,3,850,1946,1946,<mysql>
13820,2,Answer,,,13817,2012-02-23,4,,180,-1,
13824,2,Answer,,,13747,2012-02-23,2,,877,877,
13827,2,Answer,,,11489,2012-02-24,4,,3761,3761,
13828,1,Question,Access denied for user myuser@10.% to database mydb - Mysql Import SQL Script,13865,,2012-02-24,4,7192,2709,877,<mysql><backup><mysqldump>
13847,1,Question,Should the host machine always be restarted after upgrading an SQL Server 2008 instance?,13849,,2012-02-24,4,188,3035,3035,<sql-server-2008><upgrade>
13858,1,Question,Tuning dedicated Percona Server with XtraDB for OLTP,,,2012-02-24,6,1797,6962,-1,<mysql><innodb><tuning><percona-server><xtradb>
13867,1,Question,Copy 8 Million Records,,,2012-02-24,4,1486,6583,2660,<sql-server><t-sql><bulkcopy>
13869,2,Answer,,,13807,2012-02-24,0,,1514,1514,
13870,2,Answer,,,13858,2012-02-24,3,,877,-1,
13879,2,Answer,,,13867,2012-02-24,2,,1469,-1,
13881,2,Answer,,,13867,2012-02-24,1,,5189,5189,
13882,1,Question,Database redesign opportunity: What table design to use for this sensor data collection?,13887,,2012-02-24,15,5133,1339,877,<mysql><database-design><partitioning>
13884,1,Question,Simple SQL queries not finishing,,,2012-02-24,8,27722,6971,6971,<sql-server><sql-server-2008-r2>
13885,2,Answer,,,13884,2012-02-24,0,,5189,2660,
13886,2,Answer,,,13884,2012-02-24,0,,6120,4490,
13887,2,Answer,,,13882,2012-02-24,5,,877,-1,
13889,1,Question,How do you install MySQL 5.1.34 on CentOS 5.5?,13890,,2012-02-24,1,8384,5954,877,<mysql><mysql-5><installation><mysql-5.1>
13890,2,Answer,,,13889,2012-02-24,4,,877,-1,
13893,1,Question,How to Determine the input and output values of stored procedures?,,,2012-02-24,8,9079,5443,6687,<sql-server-2008-r2><stored-procedures><parameter>
13896,2,Answer,,,1868,2012-02-24,0,,6975,6975,
